Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p
AdultBladder_Stromal cell	Adult	Urinary system	AdultBladder	Stromal cell	Stromal cell	CL:0000499	Bladder organ	UBERON:0018707	0.00106642341963083	0.0152017868041512	0.166051660516605	0.0176240282176969	1.75389482051116
CordBlood_Neutrophil	Neonatal	Reproductive system	CordBlood	Neutrophil	Neutrophil	CL:0000775	Umbilical cord blood	UBERON:0012168	0.00435014704638773	0.0138048658545805	0.207380073800738	0.0196275451000115	1.70713401604899
Fetal_HCA_Placenta_PAEP_MECOM positive cells	Fetal	Reproductive system	Fetal_HCA_Placenta	PAEP_MECOM positive cells	Epithelial cell	CL:0000066	Placenta	UBERON:0001987	0.00141930943214455	0.0165165359331588	0.180073800738007	0.0202774150635627	1.69298740906173
AdultPancreas_Pancreas exocrine cell	Adult	Digestive system	AdultPancreas	Pancreas exocrine cell	Pancreas exocrine glandular cell	CL:1001599	Pancreas	UBERON:0001264	0.00454475307375517	0.0147909277013363	0.208856088560886	0.0209441486420323	1.67893728856522
Voigt_2019_retina_1_Schwann cell 2	Adult	Sensory system	Voigt_2019_retina_1	Schwann cell 2	Schwann cell	CL:0002573	Retina	UBERON:0000966	0.000460512936663736	0.0212825015258116	0.152767527675277	0.02187688107823	1.66001459399607
AdultOmentum_Stromal cell	Adult	Integumentary system	AdultOmentum	Stromal cell	Stromal cell	CL:0000499	Omentum	UBERON:0003688	0.000447631948581083	0.023829827963264	0.149077490774908	0.0235889173913278	1.62729199051591
TS_Uterus_epithelial cell	Adult	Reproductive system	TS_Uterus	epithelial cell	Epithelial cell	CL:0000066	Uterus	UBERON:0000995	1.73538603902824e-10	0.128968672373596	0.0287822878228782	0.0244851119902382	1.61109790526099
TS_Lung_adventitial cell	Adult	Respiratory system	TS_Lung	adventitial cell	Adventitial cell	CL:0002503	Lung	UBERON:0002048	0.00113018962184159	0.0235422265912936	0.1690036900369	0.0259683077733656	1.58555635027962
van_Zyl_eye_2020_CornealEpi	Adult	Sensory system	van_Zyl_eye_2020	CornealEpi	Epithelial cell	CL:0000066	Eye	UBERON:0000970	0.000810282044919256	0.0254321784642421	0.158671586715867	0.0262809493569477	1.58035895064054
VentoTormo_2018_decidua_decidual macrophage (dM2)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	decidual macrophage (dM2)	Macrophage	CL:0000235	Decidua	UBERON:0002450	2.15511291008621e-08	0.0827881092172016	0.0494464944649447	0.0266014655800524	1.57509443570744
TS_Bone_Marrow_neutrophil	Adult	Lymphatic system	TS_Bone_Marrow	neutrophil	Neutrophil	CL:0000775	Bone marrow	UBERON:0002371	0.00659476566552092	0.0188995187294852	0.222140221402214	0.0271761501280562	1.56581206697677
TS_Small_Intestine_duodenum glandular cell	Adult	Digestive system	TS_Small_Intestine	duodenum glandular cell	Duodenum glandular cell	CL:1001589	Small intestine	UBERON:0002108	2.08234130446013e-10	0.123216644934187	0.0343173431734317	0.0273409162870216	1.56318693484028
TS_Bladder_bladder urothelial cell	Adult	Urinary system	TS_Bladder	bladder urothelial cell	Urothelial cell	CL:0000731	Bladder organ	UBERON:0018707	3.14252773911137e-14	0.220056135467659	0.0199261992619926	0.0281930068931471	1.54985860247318
Voigt_2019_retina_1_Retinal pigment epithelium	Adult	Sensory system	Voigt_2019_retina_1	Retinal pigment epithelium	Retinal pigment epithelial cell	CL:0002586	Retina	UBERON:0000966	0.00139631001651134	0.025596522105368	0.177859778597786	0.0291004332395638	1.53610054530443
TS_Small_Intestine_goblet cell	Adult	Digestive system	TS_Small_Intestine	goblet cell	Goblet cell	CL:0000160	Small intestine	UBERON:0002108	2.08234130446013e-10	0.133570294325123	0.0343173431734317	0.0292684827265614	1.53359979073879
AdultArtery_Fibroblast	Adult	Cardiovascular system	AdultArtery	Fibroblast	Fibroblast	CL:0000057	Artery	UBERON:0001637	5.7436932397536e-05	0.0419898003076824	0.115129151291513	0.030610612937468	1.5141279741369
Madissoon_2020_oesophagus_Fibroblast	Adult	Digestive system	Madissoon_2020_oesophagus	Fibroblast	Fibroblast	CL:0000057	Esophagus	UBERON:0001043	0.000202010796988492	0.037511436087	0.1309963099631	0.0310344419187628	1.50815605997025
TS_Eye_epithelial cell of lacrimal sac	Adult	Sensory system	TS_Eye	epithelial cell of lacrimal sac	Epithelial cell	CL:0000066	Eye	UBERON:0000970	9.21395795004753e-08	0.0894851125930844	0.0590405904059041	0.0329844798657305	1.48169035994564
AdultHeart_Monocyte	Adult	Cardiovascular system	AdultHeart	Monocyte	Monocyte	CL:0000576	Heart	UBERON:0000948	0.00165771654405257	0.0292120822101391	0.181180811808118	0.0330338357534397	1.48104099488765
TS_Salivary_Gland_duct epithelial cell	Adult	Digestive system	TS_Salivary_Gland	duct epithelial cell	Epithelial cell	CL:0000066	Saliva-secreting gland	UBERON:0001044	9.97899226939133e-12	0.243434018417826	0.022140221402214	0.0335414458995617	1.47441821982575
van_Zyl_eye_2020_SchwannCell-nmy	Adult	Sensory system	van_Zyl_eye_2020	SchwannCell-nmy	Schwann cell	CL:0002573	Eye	UBERON:0000970	0.00231780068178366	0.0295818554026725	0.18450184501845	0.0338973673419017	1.46983403021235
Fetal_HCA_Kidney_Ureteric bud cells	Fetal	Urinary system	Fetal_HCA_Kidney	Ureteric bud cells	Epithelial cell	CL:0000066	Kidney	UBERON:0002113	1.03723570205235e-05	0.05957456990816	0.0937269372693727	0.0345516153246382	1.46153164408781
FetalLiver_Macrophage	Fetal	Digestive system	FetalLiver	Macrophage	Macrophage	CL:0000235	Liver	UBERON:0002107	0.000143443055408732	0.0482348586704688	0.122509225092251	0.0362308296735745	1.44092172065689
FetalKidney_Intercalated cell	Fetal	Urinary system	FetalKidney	Intercalated cell	Renal intercalated cell	CL:0005010	Kidney	UBERON:0002113	0.00755160149241007	0.0272399585166276	0.234686346863469	0.0386931863052539	1.41236550553821
TS_Thymus_fibroblast	Adult	Lymphatic system	TS_Thymus	fibroblast	Fibroblast	CL:0000057	Thymus	UBERON:0002370	3.54580051168813e-11	0.274453880680351	0.0236162361623616	0.0391408446134683	1.40736980701192
TS_Lung_respiratory goblet cell	Adult	Respiratory system	TS_Lung	respiratory goblet cell	Goblet cell	CL:0000160	Lung	UBERON:0002048	2.04601682250829e-10	0.209168369243064	0.0317343173431734	0.039926276304362	1.3987411920816
Madissoon_2020_spleen_Neutrophil	Adult	Lymphatic system	Madissoon_2020_spleen	Neutrophil	Neutrophil	CL:0000775	Spleen	UBERON:0002106	0.00337218371013885	0.0335261027896955	0.199261992619926	0.0401400914519755	1.39642164238558
TS_Liver_t cell	Adult	Digestive system	TS_Liver	t cell	T cell	CL:0000084	Liver	UBERON:0002107	0.00289717281034008	0.0351695392009551	0.191143911439114	0.0403501455806259	1.39415489403365
AdultProstate_Gastric endocrine cell	Adult	Reproductive system	AdultProstate	Gastric endocrine cell	Endocrine cell	CL:0000163	Prostate gland	UBERON:0002367	0.00898335194913046	0.0288423090176057	0.237638376383764	0.0410071500078901	1.38714041307918
Fetal_HCA_Eye_Corneal and conjunctival epithelial cells	Fetal	Sensory system	Fetal_HCA_Eye	Corneal and conjunctival epithelial cells	Epithelial cell	CL:0000066	Eye	UBERON:0000970	0.000520835257006316	0.0447836422068237	0.153505535055351	0.0411092565953822	1.3860603767697
TS_Mammary_luminal epithelial cell of mammary gland	Adult	Endocrine system	TS_Mammary	luminal epithelial cell of mammary gland	Epithelial cell	CL:0000066	Mammary gland	UBERON:0001911	8.64618706797966e-11	0.256047392874243	0.0273062730627306	0.0416917278053792	1.37995010629387
AdultOmentum_Fibroblast	Adult	Integumentary system	AdultOmentum	Fibroblast	Fibroblast	CL:0000057	Omentum	UBERON:0003688	0.00419316708675824	0.0340602196233549	0.206273062730627	0.0418604170606869	1.37819644904433
TS_Thymus_medullary thymic epithelial cell	Adult	Lymphatic system	TS_Thymus	medullary thymic epithelial cell	Epithelial cell	CL:0000066	Thymus	UBERON:0002370	1.76160246491795e-10	0.227246169766919	0.0309963099630996	0.0419500718831308	1.37726729065363
TS_Large_Intestine_intestinal crypt stem cell	Adult	Digestive system	TS_Large_Intestine	intestinal crypt stem cell	Intestinal crypt stem cell	CL:0002250	Large intestine	UBERON:0000059	4.47231854275334e-09	0.163439751099766	0.0431734317343173	0.0420118187525522	1.37662851681717
TS_Large_Intestine_transit amplifying cell of large intestine	Adult	Digestive system	TS_Large_Intestine	transit amplifying cell of large intestine	Transit amplifying cell	CL:0009010	Large intestine	UBERON:0000059	4.24965419704635e-11	0.27498799751401	0.025830258302583	0.0422432863105924	1.37424230328108
Fetal_HCA_Adrenal_Adrenocortical cells	Fetal	Endocrine system	Fetal_HCA_Adrenal	Adrenocortical cells	Cortical cell of adrenal gland	CL:0002097	Adrenal gland	UBERON:0002369	1.03251713995089e-05	0.0784740886376452	0.0929889298892989	0.0432014605071919	1.36450157078943
TS_Kidney_kidney epithelial cell	Adult	Urinary system	TS_Kidney	kidney epithelial cell	Epithelial cell	CL:0000066	Kidney	UBERON:0002113	1.6794977829078e-09	0.188913015474289	0.0398523985239852	0.0443364528657862	1.3532390555255
AdultFallopiantube_Macrophage	Adult	Reproductive system	AdultFallopiantube	Macrophage	Macrophage	CL:0000235	Fallopian tube	UBERON:0003889	0.00418201494870694	0.0368951474327777	0.205166051660517	0.044536767434641	1.35128130809778
AdultPleura_Fibroblast	Adult	Respiratory system	AdultPleura	Fibroblast	Fibroblast	CL:0000057	Pleura	UBERON:0000977	0.000310473894085948	0.0557946661622629	0.135793357933579	0.0445705263836244	1.35095223681009
FetalBrain_Fetal endocrine cell	Fetal	Nervous system	FetalBrain	Fetal endocrine cell	Endocrine cell	CL:0000163	Brain	UBERON:0000955	0.00575029152587764	0.0351695392009551	0.216236162361624	0.0447090497103615	1.3496045609513
TS_Vasculature_fibroblast	Adult	Cardiovascular system	TS_Vasculature	fibroblast	Fibroblast	CL:0000057	Vasculature	UBERON:0002049	1.75353164552472e-10	0.258759062952822	0.029520295202952	0.0448734825272556	1.3480102245681
AdultTemporalLobe_Oligodendrocyte	Adult	Nervous system	AdultTemporalLobe	Oligodendrocyte	Oligodendrocyte	CL:0000128	Temporal lobe	UBERON:0001871	0.00127094714744451	0.0434278071675345	0.177121771217712	0.0451334319662362	1.34550164127869
TS_Large_Intestine_intestinal crypt stem cell of large intestine	Adult	Digestive system	TS_Large_Intestine	intestinal crypt stem cell of large intestine	Intestinal crypt stem cell	CL:0002250	Large intestine	UBERON:0000059	0.000415429616506337	0.0545620888538182	0.143173431734317	0.045715791365599	1.33993375795366
TS_Fat_mesenchymal stem cell	Adult	Integumentary system	TS_Fat	mesenchymal stem cell	Mesenchymal stem cell	CL:0000134	Perirenal fat	UBERON:0005406	1.75464957531644e-10	0.25953969524817	0.0302583025830258	0.0459165067008009	1.33803116020667
TS_Trachea_connective tissue cell	Adult	Respiratory system	TS_Trachea	connective tissue cell	Connective tissue cell	CL:0002320	Trachea	UBERON:0003126	1.908806252494e-08	0.173546885029012	0.0457564575645756	0.0463408926487856	1.33403560479921
AdultTemporalLobe_Astrocyte	Adult	Nervous system	AdultTemporalLobe	Astrocyte	Astrocyte	CL:0000127	Temporal lobe	UBERON:0001871	0.00399313285692888	0.0399355047936079	0.204428044280443	0.047416381500518	1.32407159152863
TS_Lymph_Node_stromal cell	Adult	Lymphatic system	TS_Lymph_Node	stromal cell	Stromal cell	CL:0000499	Lymph node	UBERON:0000029	8.38958631482396e-10	0.215084740323598	0.0391143911439114	0.0486096853555518	1.31327719005053
AdultMuscle_Dendritic cell	Adult	Muscular system	AdultMuscle	Dendritic cell	Dendritic cell	CL:0000451	Muscle organ	UBERON:0001630	0.00115203351387888	0.0532884256350921	0.171217712177122	0.0519776669574505	1.28418321791397
TS_Pancreas_pancreatic acinar cell	Adult	Digestive system	TS_Pancreas	pancreatic acinar cell	Acinar cell	CL:0000622	Pancreas	UBERON:0001264	1.94802668606262e-08	0.196472822966083	0.0487084870848708	0.054061605249936	1.2671110629503
TS_Salivary_Gland_basal cell	Adult	Digestive system	TS_Salivary_Gland	basal cell	Basal cell	CL:0000646	Saliva-secreting gland	UBERON:0001044	2.48053694590576e-10	0.266318870444616	0.0361623616236162	0.0543441974640329	1.26484682037037
FetalEyes_Endothelial cell	Fetal	Sensory system	FetalEyes	Endothelial cell	Endothelial cell	CL:0000115	Eye	UBERON:0000970	0.00610694727203735	0.0443727831040088	0.217712177121771	0.0544823950177825	1.26374380931582
AdultEsophagus_Stromal cell	Adult	Digestive system	AdultEsophagus	Stromal cell	Stromal cell	CL:0000499	Esophagus	UBERON:0001043	0.0217946432157188	0.0367718897019332	0.272324723247232	0.0561156796065869	1.25091577305435
TS_Eye_conjunctival epithelial cell	Adult	Sensory system	TS_Eye	conjunctival epithelial cell	Epithelial cell	CL:0000066	Eye	UBERON:0000970	2.49577919764295e-10	0.284848615981568	0.03690036900369	0.0583921913825556	1.2336452259391
CordBloodCD34P_Monocyte	Neonatal	Reproductive system	CordBloodCD34P	Monocyte	Monocyte	CL:0000576	Umbilical cord blood	UBERON:0012168	0.001071437117792	0.0666002605662947	0.166789667896679	0.0610960555497434	1.21398682753614
AdultSpleen_Macrophage	Adult	Lymphatic system	AdultSpleen	Macrophage	Macrophage	CL:0000235	Spleen	UBERON:0002106	0.00140260849367928	0.0629025286409606	0.17859778597786	0.0616624286017233	1.20997937439452
TS_Muscle_mesenchymal stem cell	Adult	Muscular system	TS_Muscle	mesenchymal stem cell	Mesenchymal stem cell	CL:0000134	Muscle organ	UBERON:0001630	2.10964743771365e-10	0.326263213545309	0.0354243542435424	0.0631095422257977	1.19990497003171
FetalAdrenalGland_Fetal endocrine cell	Fetal	Endocrine system	FetalAdrenalGland	Fetal endocrine cell	Endocrine cell	CL:0000163	Adrenal gland	UBERON:0002369	0.0142365817686517	0.0465914222592093	0.248708487084871	0.0632433979363586	1.19898480437287
FetalSkin_Fetal neuron	Fetal	Integumentary system	FetalSkin	Fetal neuron	Neuron	CL:0000540	Skin of body	UBERON:0002097	0.013300906393929	0.0481937727601873	0.247232472324723	0.0646982302232662	1.18910759900335
TS_Prostate_hillock-club cell of prostate epithelium	Adult	Reproductive system	TS_Prostate	hillock-club cell of prostate epithelium	Club cell	CL:0000158	Prostate gland	UBERON:0002367	4.51998298808273e-08	0.231231503064224	0.0516605166051661	0.0648331865939804	1.18820263201161
AdultPancreas_Fetal endocrine cell	Adult	Digestive system	AdultPancreas	Fetal endocrine cell	Endocrine cell	CL:0000163	Pancreas	UBERON:0001264	0.0274254203293925	0.0431812917058456	0.285239852398524	0.0664721870316495	1.17736003207057
AdultAdipose_Stromal cell	Adult	Integumentary system	AdultAdipose	Stromal cell	Stromal cell	CL:0000499	Adipose tissue	UBERON:0001013	0.0196458525769765	0.0459751336049869	0.271586715867159	0.0672150091540322	1.17253373788458
TS_Bladder_myofibroblast cell	Adult	Urinary system	TS_Bladder	myofibroblast cell	Myofibroblast cell	CL:0000186	Bladder organ	UBERON:0018707	3.27611794563917e-09	0.304323337454994	0.0413284132841328	0.0676133903836258	1.1699672863981
AdultKidney_Macrophage	Adult	Urinary system	AdultKidney	Macrophage	Macrophage	CL:0000235	Kidney	UBERON:0002113	0.000786605904204508	0.0799531814077789	0.157933579335793	0.0678324844469064	1.16856227608222
TS_Large_Intestine_paneth cell of epithelium of large intestine	Adult	Digestive system	TS_Large_Intestine	paneth cell of epithelium of large intestine	Paneth cell	CL:0000510	Large intestine	UBERON:0000059	4.47231854275334e-09	0.29622941312954	0.0431734317343173	0.0685394709483783	1.16405925218346
TS_Small_Intestine_fibroblast	Adult	Digestive system	TS_Small_Intestine	fibroblast	Fibroblast	CL:0000057	Small intestine	UBERON:0002108	1.92733479524594e-08	0.273755420205565	0.0468634686346863	0.0687132875116189	1.16295927262049
TS_Eye_limbal stromal cell	Adult	Sensory system	TS_Eye	limbal stromal cell	Stromal cell	CL:0000499	Eye	UBERON:0000970	2.24670126764901e-08	0.258101688388318	0.0505535055350554	0.0696646050808751	1.15698782050211
Segerstolpe_2016_PancreaticIslets_pancreatic D cell	Adult	Digestive system	Segerstolpe_2016_PancreaticIslets	pancreatic D cell	Pancreatic D cell	CL:0000173	Pancreas	UBERON:0001264	0.0156926151604138	0.0521791060574918	0.256826568265683	0.0711917370879511	1.14757041009
TS_Eye_adipocyte	Adult	Sensory system	TS_Eye	adipocyte	Epicardial adipocyte	CL:1000309	Eye	UBERON:0000970	2.24670126764901e-08	0.266072354982927	0.0505535055350554	0.0714068754721943	1.14625996979419
FetalMaleGonad_Fetal fibroblast	Fetal	Reproductive system	FetalMaleGonad	Fetal fibroblast	Fibroblast	CL:0000057	Immature gonad	UBERON:2005272	0.00335148723637102	0.0680793533364283	0.197785977859779	0.0714682722188449	1.14588671705781
AdultCerebellum_Monocyte	Adult	Nervous system	AdultCerebellum	Monocyte	Monocyte	CL:0000576	Cerebellum	UBERON:0002037	0.00974331330019049	0.0570683293809891	0.240959409594096	0.0726972850204429	1.13848180815963
AdultThyroid_Fibroblast	Adult	Endocrine system	AdultThyroid	Fibroblast	Fibroblast	CL:0000057	Thyroid gland	UBERON:0002046	0.00354040653330715	0.0686545560803692	0.201845018450185	0.0731530970446429	1.13576728264973
AdultArtery_Stromal cell	Adult	Cardiovascular system	AdultArtery	Stromal cell	Stromal cell	CL:0000499	Artery	UBERON:0001637	0.0291208166865311	0.0480294291190614	0.288560885608856	0.0731609464496072	1.13572068489077
TS_Lymph_Node_non-classical monocyte	Adult	Lymphatic system	TS_Lymph_Node	non-classical monocyte	Monocyte	CL:0000576	Lymph node	UBERON:0000029	2.77384698235741e-07	0.21401650665628	0.0649446494464945	0.0733312382360759	1.1347109816544
Voigt_2019_retina_2_Macrophage 2	Adult	Sensory system	Voigt_2019_retina_2	Macrophage 2	Macrophage	CL:0000235	Retina	UBERON:0000966	0.000855809924029102	0.0866501847836616	0.160516605166052	0.0733721405440912	1.13446881072042
TS_Tongue_epithelial cell	Adult	Digestive system	TS_Tongue	epithelial cell	Epithelial cell	CL:0000066	Tongue	UBERON:0001723	5.225336348357e-09	0.328851625893043	0.044280442804428	0.0761483600107821	1.11833944552475
ChorionicVillus_Macrophage	Adult	Reproductive system	ChorionicVillus	Macrophage	Macrophage	CL:0000235	Chorionic villus	UBERON:0007106	0.000310856768163025	0.106659023090747	0.136531365313653	0.0761509248267567	1.11832481793899
Fetal_HCA_Heart_ELF3_AGBL2 positive cells	Fetal	Cardiovascular system	Fetal_HCA_Heart	ELF3_AGBL2 positive cells	Endothelial cell	CL:0000115	Heart	UBERON:0000948	0.0181556086956153	0.0545210029435368	0.270110701107011	0.0768453184480777	1.11438258534182
FetalLung_Fetal mesenchymal progenitor	Fetal	Respiratory system	FetalLung	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Lung	UBERON:0002048	0.00904139153931854	0.0619986386147679	0.238745387453875	0.0771622543222611	1.11259509277755
